"Data","Plan Name","Mean Return"
-0.020906793271666668,"Research Affiliates",0.048164260864257784
-0.00762779151361781,"Research Affiliates",0.048164260864257784
0.07440496555335208,"Research Affiliates",0.048164260864257784
0.06607784683869933,"Research Affiliates",0.048164260864257784
0.03313900824201599,"Research Affiliates",0.048164260864257784
0.02975332024841304,"Research Affiliates",0.048164260864257784
0.07111255316231513,"Research Affiliates",0.048164260864257784
0.06561126950667395,"Research Affiliates",0.048164260864257784
0.03261736552842387,"Research Affiliates",0.048164260864257784
0.06953294745305283,"Research Affiliates",0.048164260864257784
0.05359434190869017,"Research Affiliates",0.048164260864257784
0.0752867345606314,"Research Affiliates",0.048164260864257784
0.07116106140736433,"Research Affiliates",0.048164260864257784
0.030899445737466724,"Research Affiliates",0.048164260864257784
0.05824389646452821,"Research Affiliates",0.048164260864257784
0.0347172056155014,"Research Affiliates",0.048164260864257784
0.03146250742961931,"Research Affiliates",0.048164260864257784
0.05098724678777966,"Research Affiliates",0.048164260864257784
0.02632312598831943,"Research Affiliates",0.048164260864257784
0.008009852077435209,"Research Affiliates",0.048164260864257784
0.03367830342133149,"Research Affiliates",0.048164260864257784
0.06324454304834615,"Research Affiliates",0.048164260864257784
0.022992472686801824,"Research Affiliates",0.048164260864257784
0.06418069496478407,"Research Affiliates",0.048164260864257784
0.033198993657004516,"Research Affiliates",0.048164260864257784
0.061172463913633734,"Research Affiliates",0.048164260864257784
0.002970669407832194,"Research Affiliates",0.048164260864257784
0.0024170557317109154,"Research Affiliates",0.048164260864257784
0.03743193363665842,"Research Affiliates",0.048164260864257784
0.04689429019544944,"Research Affiliates",0.048164260864257784
0.05268988126149177,"Research Affiliates",0.048164260864257784
0.03204335518388479,"Research Affiliates",0.048164260864257784
-0.008155968545682124,"Research Affiliates",0.048164260864257784
0.042951886142076345,"Research Affiliates",0.048164260864257784
0.03320901692976319,"Research Affiliates",0.048164260864257784
0.05368566012917908,"Research Affiliates",0.048164260864257784
0.044708335870095484,"Research Affiliates",0.048164260864257784
0.06823090194978709,"Research Affiliates",0.048164260864257784
0.011622739145845218,"Research Affiliates",0.048164260864257784
0.040900052549779575,"Research Affiliates",0.048164260864257784
0.06496104267645775,"Research Affiliates",0.048164260864257784
0.0014552942460932528,"Research Affiliates",0.048164260864257784
0.038023544346837745,"Research Affiliates",0.048164260864257784
0.08173617569861213,"Research Affiliates",0.048164260864257784
0.010279017772583776,"Research Affiliates",0.048164260864257784
0.04124055277703986,"Research Affiliates",0.048164260864257784
0.00833808880111686,"Research Affiliates",0.048164260864257784
0.024876284820020134,"Research Affiliates",0.048164260864257784
0.08580743533736457,"Research Affiliates",0.048164260864257784
0.011016434745171555,"Research Affiliates",0.048164260864257784
0.016027546731171016,"Research Affiliates",0.048164260864257784
0.054572299007881186,"Research Affiliates",0.048164260864257784
0.01023779206709019,"Research Affiliates",0.048164260864257784
0.07782064579502013,"Research Affiliates",0.048164260864257784
0.05793470070231166,"Research Affiliates",0.048164260864257784
0.023509566299294127,"Research Affiliates",0.048164260864257784
